Dates,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5TELS Index,S5UTIL Index
1999-03-29,270.4037,240.66,198.87,342.64,383.86,238.72,511.4,132.86,288.61,150.7
1999-03-30,268.9484,233.75,195.19,338.37,385.78,238.81,512.72,131.51,285.46,147.5
1999-03-31,266.4461,228.15,192.89,336.32,379.77,236.25,507.55,131.07,283.23,146.39
1999-04-01,267.1475,227.52,191.23,336.23,381.14,237.84,516.09,132.24,287.3,147.83
1999-04-02,267.1475,227.52,191.23,336.23,381.14,237.84,516.09,132.24,287.3,147.83
1999-04-05,272.699,227.88,196.78,344.22,382.81,243.09,537.57,133.4,292.13,149.14
1999-04-06,272.6293,224.34,195.3,341.65,381.63,240.79,544.2,131.9,292.41,147.36
1999-04-07,276.9025,223.19,195.7,349.89,382.51,241.9,540.92,132.88,298.12,147.07
1999-04-08,282.4833,226.53,198.14,355.17,390.51,241.82,545.22,133.77,301.8,149.61
1999-04-09,283.1014,227.0,199.62,356.32,395.43,241.44,545.3,133.93,303.33,149.34
1999-04-12,288.0476,229.85,201.04,362.04,401.82,246.93,528.61,137.72,310.78,151.12
1999-04-13,286.378,229.73,200.44,361.53,399.76,247.41,518.3,139.0,306.38,150.65
1999-04-14,279.5441,227.89,197.18,357.16,384.2,250.92,505.4,146.72,298.82,148.4
1999-04-15,275.3801,226.33,205.93,353.12,369.27,254.19,506.58,152.12,296.34,149.72
1999-04-16,274.1395,227.4,213.6,352.63,367.0,254.49,494.54,153.05,296.06,151.4
1999-04-19,266.6904,224.54,218.16,352.03,347.08,251.41,466.28,156.06,291.31,152.98
1999-04-20,271.0298,226.08,212.71,356.45,359.41,251.47,478.1,153.69,295.13,155.84
1999-04-21,277.0258,232.43,209.6,361.77,373.26,257.23,493.64,152.86,306.65,155.3
1999-04-22,280.849,229.93,212.66,365.71,381.72,257.81,518.94,151.93,311.7,154.91
1999-04-23,284.1835,228.53,208.72,364.35,377.92,258.21,524.16,154.15,304.63,154.38
1999-04-26,283.7007,231.0,206.56,358.01,375.68,259.24,540.61,152.38,303.06,155.11
1999-04-27,283.472,233.4,210.81,365.69,376.73,259.46,528.91,155.8,301.36,156.25
1999-04-28,279.1646,231.23,219.15,361.98,362.85,260.67,516.14,163.41,301.97,156.99
1999-04-29,273.9738,230.52,224.93,363.33,357.93,258.64,507.82,165.15,299.16,158.71
1999-04-30,273.2903,230.68,220.88,358.64,354.26,256.37,513.17,162.59,293.87,158.52
1999-05-03,279.1306,234.88,226.87,363.15,359.73,261.03,514.2,166.92,297.69,160.86
1999-05-04,272.1793,231.69,226.82,352.01,356.88,260.23,502.0,164.67,294.82,159.52
1999-05-05,273.9417,233.45,224.66,355.19,361.17,263.79,508.62,167.21,305.7,160.39
1999-05-06,270.87,231.86,221.49,349.87,361.23,262.78,493.51,170.02,303.52,160.52
1999-05-07,273.3229,232.2,223.12,355.71,360.49,266.12,501.3,169.64,307.91,160.92
1999-05-10,272.5574,230.22,220.6,354.6,355.12,264.65,510.2,168.92,300.94,160.71
1999-05-11,277.4406,231.91,220.49,358.84,358.03,267.63,521.12,167.8,303.02,161.01
1999-05-12,278.9371,232.4,215.47,361.74,364.47,265.8,532.19,164.29,305.71,161.34
1999-05-13,277.7625,233.4,216.34,365.66,366.52,264.21,529.28,164.27,310.68,163.78
1999-05-14,272.3972,232.0,214.01,353.38,355.71,260.02,513.9,163.93,304.91,161.63
1999-05-17,269.0509,233.35,213.22,349.49,356.25,258.69,523.74,161.85,308.91,163.33
1999-05-18,269.9865,233.65,209.09,347.87,351.81,255.75,527.67,159.24,303.55,163.15
1999-05-19,269.746,235.63,210.34,351.25,356.01,260.86,529.65,160.35,306.29,165.65
1999-05-20,269.6554,236.45,213.04,348.24,358.86,259.04,520.13,159.0,306.07,165.93
1999-05-21,267.7622,236.44,218.94,345.27,352.98,256.36,514.79,159.06,302.71,166.27
1999-05-24,263.7085,233.52,212.44,337.78,341.86,253.96,503.18,158.37,300.48,167.5
1999-05-25,259.8107,233.73,212.09,329.11,334.96,250.52,487.59,154.84,297.88,167.77
1999-05-26,263.1461,234.52,218.39,339.15,334.5,251.46,501.46,155.13,302.3,169.12
1999-05-27,257.0997,230.36,211.2,331.2,334.73,245.85,496.59,151.32,295.45,166.12
1999-05-28,261.3951,231.12,214.26,338.35,343.73,248.64,506.62,149.87,299.43,167.87
1999-05-31,261.3951,231.12,214.26,338.35,343.73,248.64,506.62,149.87,299.43,167.87
1999-06-01,262.6712,234.1,211.26,332.37,342.38,251.95,492.46,155.54,298.07,166.12
1999-06-02,262.9435,232.27,213.98,330.5,339.32,251.63,499.21,154.4,298.1,165.59
1999-06-03,265.9269,233.26,215.13,332.27,343.96,253.59,493.87,154.87,298.66,166.22
1999-06-04,269.5083,236.49,217.2,336.55,356.56,257.27,514.63,158.37,303.29,168.23
1999-06-07,268.5475,235.82,219.15,341.63,351.28,259.1,522.4,158.83,306.06,168.21
1999-06-08,264.3943,233.43,216.3,338.19,347.83,256.58,508.23,157.37,306.73,167.7
1999-06-09,263.4905,232.62,216.66,335.35,345.68,254.73,518.95,156.92,308.37,167.6
1999-06-10,261.0719,231.04,217.27,330.2,335.59,251.91,510.59,158.06,307.41,165.14
1999-06-11,258.7405,228.35,217.66,329.82,334.36,251.06,503.47,157.15,303.46,165.52
1999-06-14,258.4615,228.69,220.7,327.52,330.65,254.36,497.71,160.83,308.37,166.87
1999-06-15,258.5394,228.63,224.1,329.62,333.7,255.23,502.82,161.48,307.99,167.84
1999-06-16,265.5996,229.73,221.05,339.12,337.56,259.35,529.84,161.38,313.2,169.15
1999-06-17,266.5049,230.77,221.99,343.57,341.82,261.32,534.19,161.77,313.9,168.63
1999-06-18,266.879,228.86,221.84,344.47,338.45,262.27,539.61,162.82,317.14,168.04
1999-06-21,269.5665,227.15,216.09,347.33,336.38,259.48,556.42,160.24,319.39,166.46
1999-06-22,267.9531,227.17,213.6,344.31,337.8,258.26,542.2,157.36,315.51,167.17
1999-06-23,265.6826,226.53,215.98,339.78,334.79,258.09,547.74,157.81,313.97,166.57
1999-06-24,263.1364,224.34,211.78,333.05,338.34,256.12,536.17,154.28,308.1,165.8
1999-06-25,263.0129,223.94,210.29,334.74,336.29,254.77,536.78,155.67,309.44,164.48
1999-06-28,268.2967,224.84,208.36,341.67,338.13,257.38,545.84,156.58,313.58,165.27
1999-06-29,272.6333,226.1,213.41,345.71,347.62,261.72,555.58,157.97,315.85,164.79
1999-06-30,276.9181,228.26,216.1,351.79,359.21,264.93,566.61,157.31,319.82,161.45
1999-07-01,277.8819,228.13,217.91,353.61,362.18,266.5,574.51,159.54,317.03,162.23
1999-07-02,279.1824,228.58,218.98,357.09,365.43,267.79,582.96,161.51,315.9,162.98
1999-07-05,279.1824,228.58,218.98,357.09,365.43,267.79,582.96,161.51,315.9,162.98
1999-07-06,278.9873,227.1,222.45,357.38,362.34,267.16,580.34,160.48,314.41,163.46
1999-07-07,279.969,229.05,222.97,357.33,362.49,269.06,587.57,160.23,318.02,163.3
1999-07-08,277.7815,227.04,223.63,354.42,359.93,268.55,595.66,158.82,319.19,162.48
1999-07-09,279.8865,229.33,223.8,356.61,360.54,268.66,603.92,161.87,317.4,163.29
1999-07-12,278.5573,228.73,225.22,353.76,360.57,265.8,603.49,160.34,319.19,162.23
1999-07-13,277.2804,228.71,222.96,350.31,361.66,266.13,600.69,160.58,316.4,162.09
1999-07-14,277.7273,229.34,223.34,348.43,360.83,267.26,611.01,160.21,315.59,161.91
1999-07-15,279.7423,231.56,225.31,351.98,365.55,268.23,615.43,158.51,320.52,162.12
1999-07-16,280.7294,233.23,224.44,355.3,365.19,270.51,621.75,158.3,325.33,162.07
1999-07-19,279.9131,230.36,223.2,353.0,359.47,271.32,613.48,156.63,323.47,162.41
1999-07-20,273.7294,229.75,218.43,347.42,352.9,267.92,583.4,156.64,319.86,162.26
1999-07-21,273.3721,229.6,219.39,343.72,352.4,267.86,589.49,157.27,323.54,162.57
1999-07-22,269.0105,229.35,217.25,345.04,350.3,265.37,566.42,158.38,318.73,162.2
1999-07-23,267.564,227.45,218.47,340.82,348.61,264.92,569.45,157.03,318.1,162.41
1999-07-26,267.494,228.8,214.45,342.18,348.84,262.77,554.57,155.15,317.96,162.63
1999-07-27,269.6143,229.11,213.69,344.99,349.05,265.71,571.5,157.54,321.49,162.2
1999-07-28,270.207,227.43,216.52,343.67,348.54,263.65,580.92,157.44,320.64,160.91
1999-07-29,265.2859,226.18,215.37,337.35,340.94,258.52,566.03,155.62,315.85,158.66
1999-07-30,260.6776,226.06,218.76,329.45,339.18,254.97,562.7,154.81,312.26,159.08
1999-08-02,259.6779,224.78,215.17,328.82,341.09,254.84,561.98,156.86,315.72,159.8
1999-08-03,257.7453,226.56,217.72,324.37,339.49,254.11,557.77,156.96,313.6,160.32
1999-08-04,252.7898,223.72,220.03,318.85,331.07,251.64,552.4,158.85,306.65,159.67
1999-08-05,250.0985,225.02,225.94,320.41,331.87,254.03,557.3,160.29,311.14,159.81
1999-08-06,248.6463,222.34,224.57,311.5,325.05,251.11,556.97,158.8,310.87,159.94
1999-08-09,245.7921,222.44,228.36,313.17,326.77,249.34,554.14,157.76,307.44,159.8
1999-08-10,245.9376,221.97,227.54,308.11,321.76,246.63,543.6,156.23,298.54,158.81
1999-08-11,249.1622,221.7,229.97,314.22,321.43,249.46,565.26,161.01,299.04,158.85
1999-08-12,250.5767,220.36,230.16,313.45,328.57,248.93,554.46,160.43,298.76,156.65
1999-08-13,256.7353,221.96,229.18,325.25,333.93,252.95,574.84,161.18,306.28,157.6
1999-08-16,258.7877,222.19,227.26,325.37,335.54,255.22,578.04,159.88,304.52,156.83
1999-08-17,261.363,223.21,228.7,335.37,338.11,257.4,578.19,161.35,309.14,157.46
1999-08-18,260.8369,219.43,227.4,333.32,336.15,255.77,572.95,158.95,303.36,156.94
1999-08-19,259.7498,218.5,228.23,328.52,337.1,253.45,567.15,159.82,296.63,159.3
1999-08-20,261.4923,221.53,229.23,332.79,347.57,256.12,572.76,161.57,289.92,161.8
1999-08-23,264.4294,222.78,230.73,340.65,357.54,261.59,587.36,162.14,292.36,162.2
1999-08-24,262.293,223.39,227.88,341.96,358.1,261.36,596.36,160.72,292.88,162.66
1999-08-25,266.4245,229.14,227.4,338.88,367.28,264.17,610.41,157.11,300.43,164.79
1999-08-26,261.8423,228.05,221.71,332.61,360.19,261.76,600.98,155.59,299.44,162.93
1999-08-27,259.5099,225.5,220.91,327.75,353.36,258.23,600.39,154.68,293.24,162.61
1999-08-30,254.5975,223.38,217.57,314.84,353.68,253.52,591.14,151.32,286.92,160.37
1999-08-31,251.5074,221.91,221.32,313.96,350.19,252.26,597.16,148.27,281.96,160.04
1999-09-01,254.064,222.56,221.17,316.74,355.43,254.48,598.88,150.81,287.48,160.43
1999-09-02,250.7518,221.34,218.34,311.5,351.69,252.79,598.36,150.24,282.73,158.99
1999-09-03,257.2671,223.8,222.12,324.88,360.58,258.43,622.64,151.5,290.91,161.82
1999-09-06,257.2671,223.8,222.12,324.88,360.58,258.43,622.64,151.5,290.91,161.82
1999-09-07,256.6093,220.28,224.67,317.95,357.19,260.45,623.16,150.5,289.61,159.73
1999-09-08,256.5871,220.96,226.15,315.32,355.51,262.09,614.76,150.19,286.34,158.67
1999-09-09,257.1578,220.04,231.28,311.27,353.17,260.95,624.03,150.96,287.73,159.85
1999-09-10,258.5242,218.03,229.39,313.02,352.35,259.38,632.62,151.7,288.29,161.01
1999-09-13,259.4224,218.04,225.3,311.25,351.0,258.72,621.41,153.87,290.87,159.64
1999-09-14,256.1404,215.35,224.2,305.63,346.02,256.08,628.24,151.34,292.12,158.67
1999-09-15,250.7675,216.02,220.14,303.75,341.76,254.28,612.83,148.93,288.65,158.56
1999-09-16,251.3726,216.05,219.96,302.62,342.5,252.45,614.48,147.18,292.44,157.74
1999-09-17,256.9723,215.68,222.68,307.15,343.64,256.01,625.22,148.15,296.3,158.92
1999-09-20,255.1054,216.28,218.97,306.18,344.61,256.83,631.18,147.07,295.6,157.41
1999-09-21,250.1505,212.72,213.06,299.29,337.01,252.94,612.63,144.88,294.5,154.37
1999-09-22,251.8721,210.0,212.86,298.96,337.91,252.57,617.78,144.21,297.4,153.75
1999-09-23,248.2681,205.83,210.49,297.06,330.44,247.62,591.64,140.67,289.78,151.06
1999-09-24,246.9344,206.64,207.97,298.71,324.69,246.68,593.67,138.78,289.61,150.4
1999-09-27,248.4487,207.69,210.59,293.67,323.69,248.6,600.67,142.35,293.45,149.89
1999-09-28,248.6244,205.95,207.11,294.53,321.06,246.15,604.34,141.51,298.01,148.42
1999-09-29,247.9529,200.83,209.31,292.11,316.97,246.7,590.44,141.76,292.75,149.6
1999-09-30,252.6919,198.76,212.33,297.14,321.55,251.03,594.47,143.72,295.08,151.85
1999-10-01,254.0517,199.13,211.13,293.39,332.22,248.64,592.26,143.5,293.5,153.2
1999-10-04,259.0182,200.63,208.16,302.72,334.3,252.79,605.9,145.67,299.45,155.43
1999-10-05,258.9927,200.26,203.28,304.15,332.7,252.06,610.13,144.24,293.35,153.47
1999-10-06,262.8957,207.11,207.62,311.67,340.84,255.46,616.16,145.27,302.2,153.12
1999-10-07,261.4656,206.78,204.37,308.28,341.4,254.83,608.79,146.84,304.15,150.34
1999-10-08,268.0961,209.3,201.82,314.44,353.75,257.71,609.51,148.5,310.77,150.86
1999-10-11,267.1822,207.7,204.47,310.24,354.31,256.52,614.33,147.9,312.5,149.1
1999-10-12,263.7182,204.64,204.77,305.15,347.83,249.63,604.24,145.4,304.3,148.5
1999-10-13,256.3659,200.73,206.6,295.48,340.02,243.83,587.77,144.46,302.59,148.72
1999-10-14,256.269,203.01,207.22,294.18,336.35,243.38,586.67,145.85,299.64,150.22
1999-10-15,248.7882,197.54,202.81,282.43,326.11,237.01,572.14,141.24,292.7,147.47
1999-10-18,250.1609,200.9,204.34,288.69,332.25,236.88,563.1,143.19,295.26,149.08
1999-10-19,251.9716,204.78,205.74,295.96,346.52,237.13,552.71,142.08,292.44,147.42
1999-10-20,258.0132,204.63,211.97,301.54,350.6,242.04,577.88,142.82,295.36,147.67
1999-10-21,256.5863,205.27,211.77,302.1,353.35,242.05,566.88,144.16,291.84,147.11
1999-10-22,260.8398,206.82,214.94,315.65,354.18,247.23,568.34,145.12,294.09,147.83
1999-10-25,258.6016,206.62,209.64,311.59,350.58,245.71,568.96,145.43,294.16,147.42
1999-10-26,253.1014,203.68,204.9,309.24,340.59,244.54,572.92,142.8,294.53,147.5
1999-10-27,253.2179,206.31,205.37,324.08,345.4,246.71,568.25,143.14,301.3,151.11
1999-10-28,264.8164,212.14,207.7,345.76,355.29,254.86,580.21,143.3,317.95,153.36
1999-10-29,270.4906,212.96,209.23,346.17,356.87,256.97,605.0,146.87,318.15,153.63
1999-11-01,268.6417,211.6,209.59,340.91,356.68,249.41,605.76,144.85,319.91,152.62
1999-11-02,267.0569,209.42,206.85,341.53,352.02,248.84,606.02,146.1,314.46,153.53
1999-11-03,265.9077,211.29,205.5,338.11,359.63,250.85,615.33,147.37,315.02,153.16
1999-11-04,268.2628,209.27,202.49,343.22,365.54,249.72,621.92,148.37,315.7,151.28
1999-11-05,269.7268,209.57,196.96,349.38,364.41,251.55,629.38,148.63,317.07,151.38
1999-11-08,270.0803,211.59,206.2,347.34,362.33,252.73,635.82,145.77,319.73,151.1
1999-11-09,266.873,208.68,209.86,341.52,358.85,251.55,631.25,147.5,314.62,149.95
1999-11-10,268.4907,207.98,214.22,337.37,361.25,252.39,642.52,148.39,317.42,149.1
1999-11-11,271.4237,206.94,214.54,334.85,363.46,253.07,655.44,147.52,317.93,149.88
1999-11-12,275.4796,208.79,216.88,348.79,363.28,255.1,655.1,147.91,319.93,150.34
1999-11-15,276.295,209.32,217.74,348.99,361.8,255.53,647.48,150.67,322.12,149.7
1999-11-16,278.7322,212.67,221.81,359.23,365.7,261.54,662.2,151.32,327.68,149.79
1999-11-17,275.9294,214.52,226.66,349.71,363.5,262.27,655.47,150.17,327.38,148.69
1999-11-18,277.5851,214.64,225.67,349.56,363.37,262.35,681.41,150.07,328.64,147.89
1999-11-19,275.6113,213.65,221.95,346.65,363.97,259.39,688.78,149.26,328.84,146.48
1999-11-22,272.4789,218.64,219.05,342.58,365.96,258.89,693.48,147.13,329.51,143.37
1999-11-23,270.0047,218.41,214.65,336.62,361.51,255.85,687.75,146.93,323.65,140.56
1999-11-24,273.3412,220.73,216.73,333.6,365.23,255.15,698.79,147.18,331.55,141.91
1999-11-25,273.3412,220.73,216.73,333.6,365.23,255.15,698.79,147.18,331.55,141.91
1999-11-26,273.0387,219.12,214.03,332.92,363.27,253.7,701.57,146.37,338.72,140.98
1999-11-29,276.9182,217.92,213.0,324.87,366.64,250.38,694.08,143.56,339.28,138.64
1999-11-30,273.0785,215.68,212.21,328.84,358.92,248.21,673.12,144.52,330.62,141.63
1999-12-01,275.7671,217.5,218.12,327.61,352.49,251.81,686.93,144.7,326.32,140.72
1999-12-02,274.8174,218.0,214.45,327.18,353.92,251.13,708.74,147.69,328.67,141.32
1999-12-03,279.5897,220.85,215.85,336.03,353.89,255.31,723.73,149.76,337.27,142.24
1999-12-06,279.225,216.46,214.96,326.51,345.05,253.91,731.98,149.85,334.61,141.17
1999-12-07,275.707,211.22,211.99,323.58,335.57,252.22,729.56,148.86,336.24,138.93
1999-12-08,276.2423,209.24,213.65,318.57,331.58,256.55,725.74,148.04,335.18,137.78
1999-12-09,282.3972,209.19,216.36,322.21,331.0,252.04,724.7,147.63,336.4,138.12
1999-12-10,283.7393,211.13,209.79,327.81,332.81,257.07,730.27,149.95,335.16,136.77
1999-12-13,287.542,207.95,209.37,323.72,324.87,257.47,735.48,149.49,337.55,135.25
1999-12-14,286.3683,208.05,209.85,317.6,327.35,258.76,717.53,152.54,334.58,135.71
1999-12-15,286.1715,206.99,214.3,314.93,334.09,254.7,737.34,155.68,329.96,137.44
1999-12-16,289.1219,203.46,216.21,309.84,327.02,258.99,756.05,153.41,328.4,136.14
1999-12-17,287.6669,202.85,213.48,309.26,321.18,261.93,763.55,156.37,329.44,138.65
1999-12-20,284.8839,203.66,209.65,307.58,317.78,261.5,772.1,150.58,328.45,138.32
1999-12-21,284.505,202.16,209.2,313.9,316.36,264.24,790.67,150.67,333.07,139.67
1999-12-22,286.6465,204.47,209.04,313.61,323.93,264.51,789.7,150.65,326.84,139.2
1999-12-23,292.4673,207.41,214.63,318.71,333.13,267.67,796.01,154.01,331.67,140.83
1999-12-24,292.4673,207.41,214.63,318.71,333.13,267.67,796.01,154.01,331.67,140.83
1999-12-27,294.2935,208.79,209.7,314.6,336.07,270.6,801.23,153.1,319.74,141.92
1999-12-28,296.0901,208.44,211.16,315.62,332.78,271.24,794.35,156.8,325.47,142.13
1999-12-29,294.2844,207.06,213.2,319.31,329.77,271.72,806.75,159.64,321.14,141.48
1999-12-30,295.6094,208.28,210.93,321.4,330.33,271.66,806.38,157.41,319.95,142.47
1999-12-31,299.3063,208.05,212.72,321.72,326.78,273.38,807.44,159.96,322.81,142.43
2000-01-03,291.3933,204.23,206.58,307.2,325.12,265.61,829.18,157.24,319.06,138.75
2000-01-04,282.7505,201.13,202.38,294.54,312.78,257.24,783.43,154.75,304.94,138.91
2000-01-05,280.0653,201.84,208.56,292.56,319.65,257.2,775.09,160.88,309.15,144.08
2000-01-06,281.2764,204.38,218.14,304.09,328.78,261.64,744.37,165.6,301.35,146.09
2000-01-07,290.4922,212.88,220.85,310.73,354.94,270.39,756.69,166.97,301.17,148.39
2000-01-10,302.3327,210.59,217.7,305.19,347.81,270.56,788.03,164.52,305.31,147.42
2000-01-11,298.2206,212.76,219.11,301.61,345.3,268.27,768.91,162.07,297.75,146.77
2000-01-12,294.1038,213.43,216.12,305.86,345.44,268.05,755.71,161.35,301.07,149.5
2000-01-13,298.1132,212.24,219.63,313.91,349.83,271.3,765.27,161.0,302.89,150.38
2000-01-14,296.9036,211.1,217.02,322.52,352.8,268.74,787.39,160.33,305.55,151.68
2000-01-17,296.9036,211.1,217.02,322.52,352.8,268.74,787.39,160.33,305.55,151.68
2000-01-18,295.6334,211.75,220.67,311.98,345.77,266.2,790.24,155.75,305.42,149.0
2000-01-19,298.1995,210.61,221.11,310.35,349.52,266.54,787.95,154.31,306.19,149.5
2000-01-20,293.7826,207.46,216.38,303.92,344.35,262.61,795.74,150.38,305.22,154.78
2000-01-21,291.5108,203.87,220.58,300.17,341.72,261.48,795.6,149.0,307.55,158.99
2000-01-24,281.7176,200.8,216.62,295.48,326.61,252.17,771.48,146.28,300.61,156.81
2000-01-25,283.6643,197.84,215.53,298.91,327.91,251.4,788.95,143.48,298.91,153.01
2000-01-26,285.3907,197.79,213.09,309.44,330.39,255.62,760.28,143.74,296.89,154.33
2000-01-27,284.37,196.56,207.39,312.54,331.2,256.58,752.27,144.01,295.32,154.24
2000-01-28,273.0436,191.98,202.49,300.89,336.44,247.3,726.4,141.69,288.19,152.07
2000-01-31,274.2822,193.87,209.22,311.09,345.91,248.4,745.4,141.06,311.05,157.63
2000-02-01,281.3091,193.78,209.12,311.67,345.73,249.79,764.92,143.55,307.53,156.12
2000-02-02,283.0434,192.27,209.63,308.38,345.21,247.69,772.23,143.62,304.68,154.88
2000-02-03,285.9377,191.65,206.82,307.63,345.77,251.83,799.41,142.47,301.1,157.3
2000-02-04,285.459,189.0,201.4,302.92,345.52,253.11,811.14,141.95,301.35,153.37
2000-02-07,280.4425,187.99,202.75,300.07,348.37,246.54,821.94,139.4,306.73,153.52
2000-02-08,286.4669,189.9,200.32,303.55,352.13,247.53,836.08,137.9,311.7,156.11
2000-02-09,280.1979,188.35,192.26,295.22,342.62,242.38,821.84,136.0,305.39,155.35
2000-02-10,280.1746,186.51,196.08,289.01,334.45,242.42,842.87,134.79,308.11,154.71
2000-02-11,276.8708,184.51,191.65,288.8,324.28,237.56,815.15,132.21,302.01,153.41
2000-02-14,277.348,182.34,196.15,284.23,328.29,239.83,816.72,133.81,302.3,154.83
2000-02-15,273.7417,186.28,203.84,290.96,330.85,244.32,819.94,138.38,299.27,155.47
2000-02-16,264.6194,183.81,205.13,286.26,330.85,241.39,814.8,136.46,298.38,155.57
2000-02-17,257.4597,183.02,203.87,281.5,328.64,241.53,833.26,135.74,298.85,154.9
2000-02-18,253.0286,180.08,198.28,271.99,319.48,233.79,804.52,132.04,284.15,152.39
2000-02-21,253.0286,180.08,198.28,271.99,319.48,233.79,804.52,132.04,284.15,152.39
2000-02-22,252.5329,182.9,196.19,273.92,323.29,238.89,803.88,135.89,284.24,150.43
2000-02-23,253.6433,179.81,191.73,272.56,321.05,237.79,834.35,133.12,279.89,148.33
2000-02-24,247.3667,174.93,188.3,268.93,315.6,236.9,849.56,129.65,276.78,145.04
2000-02-25,246.0499,171.24,186.09,266.15,308.89,232.51,836.41,127.37,272.57,142.42
2000-02-28,252.2398,175.0,191.8,274.19,309.37,234.86,832.44,128.01,277.28,146.08
2000-02-29,258.2773,174.01,196.1,276.92,309.58,237.5,845.94,127.19,285.92,147.16
2000-03-01,257.4824,175.51,200.42,280.82,305.31,238.24,857.32,124.83,298.92,146.57
2000-03-02,256.6491,171.6,202.82,278.08,306.81,239.19,859.01,121.8,310.96,147.51
2000-03-03,261.3059,173.2,200.29,281.75,307.48,245.29,889.01,127.0,314.57,148.49
2000-03-06,255.6083,170.1,196.47,278.66,298.39,242.47,886.81,123.69,311.62,143.95
2000-03-07,247.9426,155.0,212.71,269.36,283.19,232.24,871.81,119.02,303.58,144.09
2000-03-08,249.6304,156.74,209.5,266.56,297.28,233.85,878.89,121.55,306.86,142.19
2000-03-09,255.737,156.67,212.05,270.07,312.64,237.44,910.4,122.08,314.96,141.65
2000-03-10,251.8835,151.15,207.13,270.41,312.18,238.54,908.28,122.57,316.72,142.71
2000-03-13,250.9834,153.08,204.21,272.0,303.9,235.53,897.32,124.67,313.9,141.39
2000-03-14,249.0515,150.55,206.18,270.42,296.7,232.36,873.56,121.79,304.8,139.89
2000-03-15,260.7941,162.42,207.49,287.68,316.5,242.5,860.25,130.04,301.66,145.58
2000-03-16,276.3336,171.46,215.05,312.85,335.33,254.2,884.13,137.75,312.79,151.5
2000-03-17,277.3253,167.74,207.61,313.32,326.29,254.19,911.58,132.9,315.26,148.69
2000-03-20,278.3906,167.52,203.43,306.31,323.35,254.88,907.94,135.19,314.37,147.9
2000-03-21,282.4656,169.48,209.47,317.82,330.11,264.13,937.04,136.89,316.3,148.46
2000-03-22,283.0843,165.97,206.49,321.21,331.84,262.67,955.93,132.77,312.34,147.16
2000-03-23,284.0354,167.01,207.58,334.34,329.19,271.82,977.06,136.4,315.48,148.3
2000-03-24,285.391,166.51,209.36,334.28,320.19,272.78,980.54,136.4,316.53,147.81
2000-03-27,285.2568,162.45,207.93,325.69,317.97,270.55,988.49,135.07,321.39,150.34
2000-03-28,284.0947,163.39,207.01,327.81,319.83,268.11,964.3,133.57,315.51,147.05
2000-03-29,288.8304,167.27,218.04,325.49,327.1,273.39,935.77,135.29,319.0,150.76
2000-03-30,288.929,173.46,218.12,323.44,324.35,270.68,899.31,138.75,315.5,150.37
2000-03-31,287.6298,171.55,216.62,327.62,326.26,269.35,916.71,139.59,317.2,151.48
2000-04-03,295.7481,178.76,221.36,343.52,340.65,272.68,874.25,144.05,322.0,151.64
2000-04-04,289.8259,183.23,221.54,330.6,350.67,267.04,870.86,143.25,318.54,150.05
2000-04-05,287.8118,179.06,214.53,327.55,346.9,266.27,878.11,141.28,315.08,151.0
2000-04-06,293.7775,177.26,219.39,330.33,340.99,271.44,888.9,141.23,320.24,150.1
2000-04-07,295.273,176.98,214.93,323.55,338.97,273.78,924.95,138.91,321.07,150.8
2000-04-10,298.0021,177.37,211.75,332.17,345.23,274.5,887.22,141.99,316.77,153.62
2000-04-11,299.253,181.69,215.32,333.7,352.06,276.9,860.67,145.57,317.85,153.41
2000-04-12,296.1853,186.42,217.36,337.96,350.11,271.37,801.86,148.38,310.22,156.3
2000-04-13,286.4768,184.54,215.82,330.26,347.89,265.18,785.18,144.73,306.54,160.34
2000-04-14,270.0288,175.71,212.13,304.74,334.58,253.26,726.16,137.58,289.8,154.84
2000-04-17,270.3916,181.29,206.62,307.25,339.3,260.72,795.78,137.68,286.09,154.82
2000-04-18,276.3482,177.96,209.19,319.29,350.0,264.6,833.67,134.05,296.03,155.39
2000-04-19,279.2148,178.55,211.54,312.84,351.45,264.95,806.12,132.79,298.64,156.82
2000-04-20,282.6891,181.71,214.12,319.06,351.82,269.62,800.24,135.19,293.68,159.29
2000-04-21,282.6891,181.71,214.12,319.06,351.82,269.62,800.24,135.19,293.68,159.29
2000-04-24,283.4695,185.31,215.63,325.89,358.74,273.33,768.78,136.9,293.11,161.85
2000-04-25,288.6934,185.16,217.05,336.63,360.54,282.63,816.57,136.3,307.02,166.29
2000-04-26,289.5507,181.31,217.57,330.35,357.92,277.89,807.0,133.93,299.56,168.68
2000-04-27,285.1747,178.95,220.09,323.43,357.41,277.17,829.85,133.32,299.31,165.43
2000-04-28,281.927,175.73,214.81,316.76,351.91,274.18,833.68,133.43,297.44,162.91
2000-05-01,286.6254,175.81,215.89,321.56,349.62,277.24,845.37,133.9,303.83,163.97
2000-05-02,283.5259,176.64,219.31,320.63,354.36,276.43,814.98,137.17,284.87,163.24
2000-05-03,271.6267,178.6,214.17,312.58,350.57,269.37,795.23,135.38,281.12,162.12
2000-05-04,268.0642,178.83,219.03,308.6,351.69,268.0,789.94,136.56,279.81,164.18
2000-05-05,269.2258,178.91,221.96,310.21,363.02,273.2,810.48,138.42,283.29,162.97
