Dates,MXUS0TC Index,MXUS0CD Index,MXUS0CS Index,MXUS0EN Index,MXUS0FN Index,MXUS0HC Index,MXUS0IN Index,MXUS0IT Index,MXUS0MT Index,MXUS0RE Index,MXUS0UT Index
2015-12-14,44.45,230.77,196.35,235.99,103.85,223.94,206.71,166.57,196.18,194.4398,124.08
2015-12-15,44.75,232.2,197.7,242.62,106.21,227.05,206.74,167.3,197.35,196.4587,125.24
2015-12-16,45.66,236.32,201.59,241.18,107.91,230.16,210.4,169.48,199.59,200.1555,128.46
2015-12-17,45.18,232.38,199.06,234.98,106.27,227.57,207.05,166.74,195.78,198.9414,128.68
2015-12-18,44.6,229.03,195.58,230.99,103.75,224.55,203.99,163.4,193.13,196.2555,127.15
2015-12-21,45.1,229.94,197.46,230.88,104.66,226.4,205.46,165.04,194.77,197.4307,127.25
2015-12-22,45.52,231.51,199.88,233.77,105.54,227.91,207.99,166.14,197.28,198.3719,128.22
2015-12-23,46.16,232.91,201.55,243.98,106.87,230.4,210.7,167.53,201.9,200.5887,130.25
2015-12-24,45.98,232.36,201.26,241.74,106.8,230.62,210.39,167.33,201.48,200.4801,130.15
2015-12-25,45.98,232.36,201.26,241.74,106.8,230.62,210.39,167.33,201.48,200.4801,130.15
2015-12-28,46.05,232.88,200.97,237.21,106.62,229.65,210.03,167.37,200.08,201.4488,130.43
2015-12-29,46.38,235.49,202.69,238.81,107.71,232.36,212.02,169.58,201.85,203.126,131.06
2015-12-30,45.99,233.7,201.96,235.24,106.86,231.33,210.54,168.24,199.87,201.9087,130.83
2015-12-31,45.55,231.78,199.75,236.16,105.91,229.27,209.17,165.9,198.3,200.2956,129.47
2016-01-01,45.55,231.78,199.75,236.16,105.91,229.27,209.17,165.9,198.3,200.2956,129.47
2016-01-04,45.33,227.6,197.19,235.8,103.76,224.86,206.4,163.31,195.03,198.1247,129.15
2016-01-05,45.8,227.17,198.55,236.99,104.13,226.06,206.8,162.59,195.09,201.8935,130.11
2016-01-06,45.04,224.73,197.89,228.2,102.51,224.09,203.46,160.46,190.04,200.7173,129.8
2016-01-07,44.45,220.01,195.36,222.73,99.63,219.35,197.78,155.44,184.76,196.6454,128.88
2016-01-08,44.23,217.58,193.89,219.8,98.08,216.25,195.67,154.13,182.88,194.1635,128.91
2016-01-11,44.58,219.17,195.67,215.19,98.42,213.46,195.73,155.0,180.19,195.1109,129.64
2016-01-12,44.38,221.35,196.54,215.89,98.92,215.95,197.1,156.87,180.65,194.021,128.95
2016-01-13,43.79,213.8,193.15,211.8,96.39,209.35,192.63,152.43,176.55,191.3825,128.91
2016-01-14,44.56,215.37,194.04,221.29,97.33,214.86,195.2,155.44,178.87,191.3423,130.91
2016-01-15,43.94,210.79,190.96,214.92,95.09,211.82,191.57,150.63,175.24,189.0461,129.71
2016-01-18,43.94,210.79,190.96,214.92,95.09,211.82,191.57,150.63,175.24,189.0461,129.71
2016-01-19,44.4,211.51,193.24,210.17,94.99,211.37,191.48,150.37,173.15,190.1182,131.62
2016-01-20,43.67,209.53,190.43,204.02,93.06,211.95,188.88,149.41,171.95,184.642,128.67
2016-01-21,44.64,212.32,191.22,210.07,92.76,211.02,189.74,149.92,173.43,186.0148,128.65
2016-01-22,45.78,216.03,194.34,219.29,94.56,214.52,191.31,154.13,176.66,191.0138,130.95
2016-01-25,45.61,213.4,192.8,209.16,92.42,212.54,188.88,151.94,170.81,189.239,129.67
2016-01-26,46.56,216.64,194.56,217.1,94.09,214.11,192.42,153.36,173.86,193.1651,130.74
2016-01-27,46.87,213.25,194.33,215.72,93.69,211.59,190.35,149.57,172.39,189.8212,131.0
2016-01-28,46.91,215.63,196.33,222.39,93.73,206.49,191.76,151.49,172.73,188.4315,133.11
2016-01-29,47.79,218.47,200.49,228.36,96.37,210.13,197.08,156.91,177.62,192.116,135.84
2016-02-01,48.22,219.61,200.96,223.98,95.89,210.35,196.29,157.28,178.18,192.349,137.21
2016-02-02,47.61,215.18,198.39,216.6,93.44,207.14,192.55,153.99,176.8,190.3015,137.73
2016-02-03,48.33,214.43,198.09,225.01,93.41,208.15,195.41,153.51,182.32,191.1183,139.45
2016-02-04,48.28,213.48,196.32,225.05,94.24,207.26,198.7,153.79,187.15,191.2939,138.81
2016-02-05,48.51,206.57,196.03,220.25,92.97,203.16,196.84,148.07,185.06,186.3416,139.18
2016-02-08,48.17,202.07,195.46,220.18,90.46,200.13,195.16,145.53,179.89,180.572,138.55
2016-02-09,47.65,201.43,196.61,214.82,90.26,201.62,195.84,144.9,181.89,177.5419,139.09
2016-02-10,47.49,201.36,196.36,213.8,89.92,203.46,194.82,145.51,180.21,178.5621,138.75
2016-02-11,47.24,201.23,194.62,212.73,87.25,200.01,190.77,145.17,176.39,176.1098,136.08
2016-02-12,47.87,205.12,197.46,218.26,90.68,202.93,194.53,147.15,181.28,178.4843,135.49
2016-02-15,47.87,205.12,197.46,218.26,90.68,202.93,194.53,147.15,181.28,178.4843,135.49
2016-02-16,48.16,210.3,198.91,220.09,92.32,206.79,198.51,150.05,184.04,181.6649,136.36
2016-02-17,48.33,214.9,200.92,226.64,93.44,209.67,201.57,153.6,187.41,183.3411,136.03
2016-02-18,48.81,213.38,200.1,224.62,92.89,208.08,201.16,152.62,186.6,184.8788,138.24
2016-02-19,48.39,214.02,200.47,223.82,93.01,207.98,200.61,153.05,184.71,185.5477,137.3
2016-02-22,48.77,218.28,201.37,228.84,94.4,210.76,203.88,155.22,188.07,187.9068,138.85
2016-02-23,48.52,217.05,201.24,221.41,92.7,209.04,201.77,152.41,183.57,187.2694,139.0
2016-02-24,48.96,218.23,201.85,223.66,92.51,209.78,201.9,153.75,185.39,187.0319,139.67
2016-02-25,49.32,220.54,204.24,224.09,93.79,212.38,204.15,155.74,187.82,190.3197,141.08
2016-02-26,49.12,220.37,201.33,225.05,94.39,212.06,204.65,155.42,190.36,189.6474,137.08
2016-02-29,48.91,219.29,200.54,222.49,93.32,208.79,203.15,154.41,189.21,189.4223,137.35
2016-03-01,49.59,224.99,202.61,227.24,96.6,213.35,207.26,159.19,194.07,194.7499,136.76
2016-03-02,50.11,224.86,202.9,232.72,97.49,213.69,207.77,159.48,193.28,195.9321,137.55
2016-03-03,50.28,226.24,204.01,235.66,98.14,212.99,209.05,159.46,194.37,196.7241,138.32
2016-03-04,50.16,226.19,205.03,237.31,98.51,212.68,210.07,160.02,196.62,196.9887,139.96
2016-03-07,50.5,225.18,203.81,242.97,98.45,214.43,210.49,158.91,198.78,197.1688,140.72
2016-03-08,50.48,223.02,204.39,232.94,96.81,211.57,207.95,157.59,194.94,195.4373,141.8
2016-03-09,50.3,223.52,205.85,236.65,96.91,211.85,208.28,159.17,196.41,196.3465,142.53
2016-03-10,50.49,223.78,205.87,236.63,96.85,211.9,207.92,158.91,197.28,195.9592,142.68
2016-03-11,50.68,227.52,206.3,242.07,99.42,216.13,210.97,161.7,200.92,200.7282,142.93
2016-03-14,50.64,228.48,206.12,240.56,99.0,215.19,210.94,161.79,199.49,200.4148,143.04
2016-03-15,50.72,228.29,206.5,240.13,98.85,211.54,210.77,162.35,197.72,200.6491,143.38
2016-03-16,51.21,230.2,206.88,244.05,98.76,210.89,212.15,164.1,201.23,202.6838,144.8
2016-03-17,51.58,230.92,208.32,247.54,99.88,208.6,216.63,164.84,205.57,205.7518,146.33
2016-03-18,51.09,231.24,207.94,248.01,100.87,211.45,218.16,165.35,205.69,204.8672,145.46
2016-03-21,51.36,231.34,208.09,246.86,100.7,212.44,218.67,165.89,204.75,203.42,145.23
2016-03-22,51.1,230.81,206.53,246.23,100.43,214.46,218.1,166.09,204.95,203.4719,144.73
2016-03-23,50.83,229.09,206.57,241.0,99.68,213.0,216.82,165.03,202.51,202.4498,145.73
2016-03-24,51.33,229.33,206.49,242.15,99.04,212.89,216.4,165.24,202.54,202.4566,146.18
2016-03-25,51.33,229.33,206.49,242.15,99.04,212.89,216.4,165.24,202.54,202.4566,146.18
2016-03-28,51.38,230.45,207.38,241.28,99.34,212.21,216.67,164.76,203.46,204.1932,145.71
2016-03-29,52.03,232.74,208.92,242.21,99.52,214.65,217.83,167.38,204.32,207.6453,147.81
2016-03-30,52.02,234.18,209.97,242.88,100.1,214.48,218.73,168.56,205.42,207.1257,147.46
2016-03-31,51.92,233.98,209.3,242.5,99.93,214.36,217.99,168.38,203.71,208.2507,148.27
2016-04-01,51.88,235.14,211.92,239.13,100.7,217.12,218.69,169.79,205.25,208.6474,148.87
2016-04-04,52.21,233.25,211.56,237.88,100.18,219.25,216.5,168.98,203.33,208.6,148.24
2016-04-05,51.88,231.29,210.13,236.01,98.76,216.63,215.22,167.19,201.84,207.31,145.43
2016-04-06,51.39,233.53,211.75,240.88,99.35,222.61,215.96,169.0,203.7,208.1209,145.24
2016-04-07,50.65,230.8,209.7,239.42,97.43,220.17,214.51,166.58,201.1,206.8314,145.19
2016-04-08,50.68,230.59,210.77,244.29,97.82,219.19,215.68,166.66,202.94,208.0986,145.88
2016-04-11,50.38,229.64,209.28,243.21,98.14,217.67,215.19,166.29,203.88,207.3311,145.29
2016-04-12,50.74,231.42,210.58,250.01,99.46,219.5,216.94,167.16,206.31,208.7283,146.36
2016-04-13,50.27,234.69,209.01,251.04,101.65,221.56,219.85,169.57,208.73,207.9583,145.44
2016-04-14,50.39,234.62,207.96,252.14,101.9,221.81,219.68,169.37,208.47,206.5584,145.22
2016-04-15,50.48,235.22,209.18,248.87,101.64,221.74,219.86,168.62,209.25,207.8511,146.18
2016-04-18,50.74,237.19,209.9,252.81,102.32,223.72,220.66,169.28,210.2,208.975,146.66
2016-04-19,51.13,236.3,210.26,257.51,103.4,224.31,221.75,168.18,214.43,208.9716,146.88
2016-04-20,50.91,236.31,207.38,259.58,104.26,225.72,221.49,168.62,213.95,205.9077,143.32
2016-04-21,49.59,235.55,204.0,258.43,103.26,227.08,221.03,168.52,213.08,202.3898,140.26
2016-04-22,49.96,234.94,204.83,261.89,104.31,227.62,221.87,165.52,214.67,204.7077,141.53
2016-04-25,50.13,235.32,206.27,259.06,104.02,226.71,220.61,165.28,213.28,205.9315,141.76
2016-04-26,49.91,236.0,205.65,262.64,104.74,225.71,222.79,164.71,215.66,206.5031,142.03
2016-04-27,50.82,235.74,206.56,266.93,104.8,225.34,224.42,163.39,216.98,206.1052,144.03
2016-04-28,50.47,233.11,206.6,263.37,103.66,223.96,222.35,161.15,214.92,205.3891,143.93
2016-04-29,50.43,234.13,206.33,263.08,102.99,220.73,221.33,159.74,213.41,203.8518,144.76
2016-05-02,50.82,237.43,208.44,263.12,104.12,222.06,222.27,160.78,214.41,206.6996,145.85
2016-05-03,50.28,235.17,208.16,257.25,102.74,221.25,220.37,159.4,210.8,206.212,145.77
2016-05-04,50.33,233.94,208.74,253.72,101.98,219.0,217.82,158.7,208.84,209.1313,147.38
2016-05-05,50.07,232.39,208.87,255.25,101.92,219.94,217.57,158.68,207.89,209.7796,146.85
2016-05-06,50.42,233.92,209.83,254.67,102.32,218.61,219.04,159.73,209.61,211.5573,145.87
2016-05-09,50.28,234.6,211.01,251.42,102.2,221.19,217.95,159.76,207.07,213.2372,146.6
2016-05-10,50.89,237.48,213.1,255.85,103.59,223.01,221.77,161.94,210.58,213.807,146.84
2016-05-11,50.62,232.92,211.34,255.53,102.46,220.08,220.06,160.87,209.78,209.3864,147.16
2016-05-12,50.95,233.1,212.48,256.58,102.63,218.75,219.68,160.15,210.84,210.9037,147.84
2016-05-13,50.42,230.61,209.87,253.39,101.37,218.44,216.89,159.7,208.8,208.5966,147.09
2016-05-16,50.62,231.94,210.92,257.44,101.94,221.47,219.24,161.94,212.1,210.5184,147.27
2016-05-17,50.34,229.3,206.97,258.01,101.23,219.12,218.02,160.23,211.13,207.1006,144.81
2016-05-18,49.69,228.06,204.84,255.43,103.08,219.94,217.2,161.07,208.02,204.2225,142.0
2016-05-19,49.37,227.76,206.44,255.96,102.13,218.13,215.25,160.15,208.6,202.2909,143.33
2016-05-20,49.43,229.48,205.58,257.05,102.79,220.01,216.44,162.08,209.89,203.7876,143.67
2016-05-23,49.11,228.36,205.61,256.42,102.68,219.08,215.98,161.93,212.16,203.8786,142.28
2016-05-24,49.48,231.35,207.43,257.64,104.28,222.33,218.28,165.32,213.55,206.1083,143.87
2016-05-25,49.68,232.44,207.8,261.48,105.32,223.79,219.77,166.51,216.12,206.3832,143.41
2016-05-26,49.94,232.69,208.5,260.38,104.75,223.66,219.43,166.92,213.86,206.5205,144.92
2016-05-27,50.24,233.9,208.74,260.57,105.49,224.84,219.91,167.81,214.07,207.3966,145.26
2016-05-30,50.24,233.9,208.74,260.57,105.49,224.84,219.91,167.81,214.07,207.3966,145.26
2016-05-31,50.49,233.69,207.78,259.07,105.23,225.24,219.86,168.07,212.87,207.335,146.09
2016-06-01,49.99,233.62,209.33,259.53,105.48,226.07,219.94,167.73,213.55,207.2143,146.57
2016-06-02,50.29,234.92,209.7,258.86,105.65,229.06,220.44,167.6,214.43,207.9879,146.51
2016-06-03,50.58,233.69,210.97,258.15,104.21,228.17,220.52,166.9,215.99,208.5681,148.93
2016-06-06,50.55,233.97,211.03,263.22,104.77,229.44,222.29,167.45,217.86,207.4414,148.72
2016-06-07,51.32,234.42,210.94,268.89,104.48,227.86,223.05,167.71,218.02,208.6052,148.46
2016-06-08,51.25,234.71,212.09,268.38,104.67,228.9,224.59,168.32,219.35,209.3021,149.36
2016-06-09,51.51,234.15,212.87,267.01,103.89,228.35,224.34,168.18,217.88,209.6001,150.65
2016-06-10,51.84,231.49,213.07,261.67,102.58,226.2,222.06,166.31,216.46,208.7382,150.11
2016-06-13,51.65,229.91,211.17,260.76,101.76,224.53,219.84,164.83,213.59,208.6005,149.87
2016-06-14,51.92,229.33,211.74,260.56,100.25,224.74,220.43,165.07,212.11,207.6604,150.62
2016-06-15,51.83,229.98,211.13,259.73,100.36,223.24,220.46,164.68,212.91,209.3955,149.55
2016-06-16,52.22,230.73,212.4,259.11,100.65,223.92,220.91,165.04,213.68,210.6767,150.52
2016-06-17,52.5,230.43,211.46,261.24,100.56,221.47,220.93,163.51,214.72,210.0648,151.06
2016-06-20,52.6,232.32,211.96,263.48,101.16,222.88,223.02,164.42,215.82,210.4833,150.44
2016-06-21,53.0,232.02,212.61,266.28,101.65,222.23,222.73,165.44,215.19,211.5741,150.72
2016-06-22,53.1,231.38,212.57,264.73,101.53,223.01,222.04,164.68,215.43,211.3517,150.02
2016-06-23,53.85,233.72,213.99,269.19,103.65,225.87,224.73,167.19,218.63,212.9003,150.57
2016-06-24,53.23,224.85,209.8,259.67,98.16,219.37,215.81,160.06,209.0,209.6155,150.68
2016-06-27,53.51,220.52,209.21,252.96,95.42,216.12,211.09,156.22,201.96,209.8743,152.51
2016-06-28,53.73,224.84,210.49,259.64,97.77,220.54,214.45,159.37,203.54,214.0338,153.05
2016-06-29,54.32,228.73,212.92,264.89,100.02,224.66,218.1,162.03,206.99,217.044,153.51
2016-06-30,55.11,230.39,217.6,267.23,101.61,226.8,222.51,163.74,210.09,218.9989,156.82
2016-07-01,55.48,232.52,216.94,268.46,101.06,228.25,223.21,163.95,210.27,218.844,156.71
2016-07-04,55.48,232.52,216.94,268.46,101.06,228.25,223.21,163.95,210.27,218.844,156.71
2016-07-05,55.45,230.56,217.99,263.28,99.56,228.08,221.31,162.73,206.42,220.7349,157.76
2016-07-06,55.23,232.52,218.02,264.69,99.92,230.75,222.48,163.56,207.24,219.8187,158.14
2016-07-07,54.41,233.52,217.92,261.91,100.01,230.43,222.85,164.02,207.92,217.5468,155.33
2016-07-08,54.98,237.62,220.09,265.25,101.83,233.01,227.05,166.84,212.98,221.0734,156.83
2016-07-11,54.95,239.09,220.16,265.73,102.42,232.6,228.21,167.89,213.88,222.2046,156.74
2016-07-12,54.76,240.23,218.99,271.82,103.65,233.64,229.7,169.53,217.7,222.6242,154.7
2016-07-13,55.16,239.13,220.08,269.99,103.66,233.55,230.46,169.34,218.36,223.4232,155.86
2016-07-14,55.27,240.18,220.28,271.13,104.54,234.48,231.88,170.68,220.12,222.0373,154.87
2016-07-15,55.37,239.06,220.28,271.09,104.36,234.43,232.1,170.41,221.04,221.7998,155.29
2016-07-18,55.34,239.92,219.93,271.0,104.71,234.48,231.83,171.61,222.41,222.0451,155.65
2016-07-19,55.12,239.36,219.57,269.61,104.79,234.02,231.98,171.45,220.96,223.0702,155.38
2016-07-20,55.08,240.43,218.68,269.13,104.96,236.11,232.57,173.79,221.48,223.108,154.64
2016-07-21,54.85,240.01,218.01,266.61,104.57,236.9,230.67,172.9,220.08,223.468,155.47
2016-07-22,55.58,241.12,218.98,267.52,105.22,237.37,230.7,173.83,220.56,225.2974,157.48
2016-07-25,55.44,241.34,218.68,262.24,104.97,237.02,229.34,173.64,220.29,224.8849,157.21
2016-07-26,54.68,241.19,217.0,263.39,105.11,236.65,231.03,174.36,221.54,224.2094,155.88
2016-07-27,55.0,240.32,213.9,260.63,104.99,237.69,230.08,175.58,221.46,222.1411,154.05
2016-07-28,54.69,240.91,214.98,260.24,105.28,237.64,230.07,176.26,221.27,223.5095,154.53
2016-07-29,55.42,241.19,215.91,262.09,105.13,238.39,229.56,176.44,220.12,225.6492,155.57
2016-08-01,54.95,241.4,216.12,253.35,104.88,239.86,229.2,177.12,218.83,226.6579,155.46
2016-08-02,54.62,237.82,215.88,255.69,103.96,238.9,227.57,175.55,218.21,223.2167,154.61
2016-08-03,54.59,238.57,214.81,260.23,104.93,238.43,228.52,176.29,218.8,221.9678,153.69
2016-08-04,54.57,238.55,215.17,259.8,104.6,237.85,228.56,177.16,219.58,221.2027,153.5
2016-08-05,54.5,240.52,215.7,262.04,106.55,238.51,230.69,179.23,220.4,221.267,151.43
2016-08-08,54.41,239.9,215.38,265.35,106.65,236.48,230.72,179.18,220.79,221.3201,151.28
2016-08-09,54.54,239.59,215.89,263.97,106.73,236.98,230.89,179.54,220.19,222.3612,151.1
2016-08-10,54.66,239.94,216.72,260.3,105.93,235.92,230.81,178.95,220.35,222.2325,151.0
2016-08-11,54.78,242.38,216.59,263.71,106.05,237.21,232.18,179.59,221.2,220.031,151.19
2016-08-12,54.59,242.3,217.26,265.45,105.84,236.74,231.45,179.48,218.7,220.6992,151.29
2016-08-15,54.42,242.83,216.94,267.0,106.44,237.08,232.76,180.4,220.74,220.145,148.98
2016-08-16,53.33,241.47,215.91,267.53,106.12,234.88,231.66,179.38,219.68,217.5982,147.18
2016-08-17,53.41,240.93,216.62,268.11,106.46,235.36,232.32,179.28,219.52,218.309,149.28
2016-08-18,53.03,240.74,217.23,272.81,106.47,235.43,232.88,179.44,221.0,217.9031,151.12
2016-08-19,52.55,240.56,216.69,270.57,106.33,235.1,233.01,179.82,221.55,216.2738,149.33
2016-08-22,52.56,240.37,216.82,268.12,106.38,235.79,232.87,179.68,221.38,217.2763,149.76
2016-08-23,52.59,241.52,216.43,269.3,106.5,236.04,232.9,180.37,223.04,217.4982,149.08
2016-08-24,52.55,240.29,216.04,268.52,106.38,232.24,232.19,179.4,220.6,216.674,149.06
2016-08-25,52.78,239.48,215.14,267.73,106.68,230.39,232.01,179.66,221.72,217.4847,149.13
2016-08-26,52.23,238.78,214.13,266.84,106.74,231.23,231.46,179.86,220.46,215.3561,146.06
2016-08-29,52.64,239.5,215.3,268.6,107.77,231.87,232.69,180.38,222.48,217.4868,147.23
2016-08-30,52.45,238.33,214.23,267.47,108.62,230.89,232.07,179.98,222.02,217.1431,145.73
2016-08-31,52.43,237.84,214.54,263.81,108.71,230.29,231.01,179.69,220.11,217.1821,146.2
2016-09-01,52.56,238.56,214.63,263.13,108.16,229.88,231.16,180.39,220.82,216.972,145.56
2016-09-02,52.77,238.94,216.07,265.36,108.67,230.02,232.11,181.1,222.59,218.5852,147.38
2016-09-05,52.77,238.94,216.07,265.36,108.67,230.02,232.11,181.1,222.59,218.5852,147.38
2016-09-06,53.24,239.42,216.61,269.39,108.11,230.94,231.38,181.95,222.27,220.5318,149.02
2016-09-07,53.38,239.53,214.73,270.3,108.09,230.8,231.31,182.36,222.14,221.3516,148.95
2016-09-08,53.28,237.67,213.81,274.79,108.22,231.07,231.06,180.79,221.07,218.6903,149.51
2016-09-09,51.42,231.91,207.89,267.12,106.68,226.31,224.67,176.55,214.86,209.9207,143.94
2016-09-12,52.45,235.35,211.74,269.49,107.87,229.92,227.6,179.47,216.89,212.616,146.41
2016-09-13,51.39,231.83,208.84,261.86,106.12,226.49,224.16,178.27,212.83,207.0927,144.33
2016-09-14,51.35,232.0,208.2,258.79,105.6,226.37,223.92,179.27,212.36,207.7191,144.95
2016-09-15,51.93,233.72,209.84,261.59,106.37,228.85,225.47,182.27,213.65,208.6983,146.01
2016-09-16,51.69,233.32,209.21,259.32,105.23,229.13,223.79,181.68,212.85,208.338,147.33
2016-09-19,51.36,233.12,208.89,259.12,105.78,228.26,224.5,181.32,213.42,210.4152,148.8
2016-09-20,51.19,233.32,209.37,257.0,105.9,229.12,224.8,181.26,212.7,210.059,148.55
2016-09-21,51.87,235.4,210.55,262.46,106.59,231.38,227.81,183.24,215.79,212.4232,151.65
2016-09-22,52.5,237.29,212.42,263.04,106.91,233.1,229.42,184.29,216.4,216.0659,152.53
2016-09-23,52.68,236.86,211.33,259.73,106.18,232.29,227.87,182.63,215.31,216.6433,152.29
2016-09-26,52.4,234.21,209.38,258.47,104.56,229.49,226.87,181.49,214.25,217.0555,151.97
2016-09-27,52.74,236.39,210.4,257.23,105.44,231.21,228.43,183.53,215.16,215.3656,150.1
2016-09-28,52.25,237.13,210.58,268.33,105.95,230.95,230.09,184.12,217.34,216.5387,149.69
2016-09-29,52.11,235.7,208.73,268.15,104.38,226.69,228.22,183.07,215.75,213.7346,147.51
2016-09-30,51.98,237.73,210.76,271.64,105.86,228.99,230.09,184.11,217.31,212.6658,146.46
2016-10-03,52.02,237.78,209.57,271.21,105.4,228.69,230.01,183.46,217.25,208.8389,144.54
2016-10-04,51.21,236.99,207.72,268.64,105.74,228.35,228.16,183.15,214.1,205.6042,141.41
2016-10-05,50.3,237.83,207.43,272.44,107.29,229.14,229.49,184.01,215.48,201.5867,141.06
2016-10-06,50.24,237.76,207.63,272.93,107.32,227.99,229.39,184.26,217.15,201.9093,141.03
2016-10-07,50.02,236.61,207.15,271.7,107.42,228.25,226.7,183.8,213.34,201.3331,140.89
2016-10-10,50.26,236.97,207.21,275.79,107.94,229.2,226.47,184.96,214.28,202.3792,142.13
2016-10-11,50.14,234.29,205.98,272.58,106.8,223.42,224.25,182.77,211.49,200.4881,140.41
2016-10-12,50.46,235.19,206.98,271.41,106.96,222.09,224.64,182.83,211.1,203.085,141.78
2016-10-13,50.47,234.37,207.02,269.67,105.83,222.22,224.38,181.7,210.06,204.2015,143.56
2016-10-14,50.43,233.93,207.15,268.5,106.33,220.66,224.86,182.49,210.74,203.6657,142.82
2016-10-17,50.5,232.16,206.31,267.36,105.9,220.22,224.45,182.0,210.92,203.8883,143.57
2016-10-18,50.6,233.52,206.96,268.34,106.69,222.6,224.83,183.18,213.1,205.0307,144.72
2016-10-19,50.69,234.85,205.6,271.92,107.59,221.8,225.32,183.25,214.64,205.6967,144.45
2016-10-20,49.71,234.48,205.34,271.6,107.53,222.88,223.95,182.81,214.31,205.0525,144.35
2016-10-21,48.64,236.11,206.39,269.82,107.56,221.05,223.73,183.81,214.07,204.7801,143.57
2016-10-24,48.45,237.86,207.88,269.4,107.97,220.79,224.45,185.99,214.7,205.4193,144.1
2016-10-25,48.12,235.13,208.44,267.99,107.75,220.07,223.54,185.25,212.59,204.9131,144.81
2016-10-26,47.85,234.23,208.38,268.63,108.39,218.48,224.67,184.31,212.15,202.2719,145.12
2016-10-27,48.56,232.17,207.34,267.66,108.55,219.5,222.86,183.58,212.02,197.346,144.35
2016-10-28,48.43,231.74,208.29,266.44,108.12,214.85,224.26,183.6,212.17,197.8249,144.71
2016-10-31,48.4,232.18,208.75,263.4,108.03,213.69,224.57,183.65,212.41,200.706,147.57
2016-11-01,47.89,230.22,207.76,263.61,107.59,212.75,222.82,182.12,211.42,196.6605,144.94
2016-11-02,47.28,228.81,207.47,260.73,106.72,211.72,221.85,180.76,210.18,193.6289,143.03
2016-11-03,47.29,228.14,206.16,261.58,106.84,209.38,221.2,179.03,210.14,192.6728,143.55
2016-11-04,47.28,227.8,204.18,260.31,106.34,211.09,221.46,178.36,210.84,194.066,143.04
2016-11-07,47.71,232.91,207.71,265.94,109.03,216.29,226.74,182.5,213.77,197.4793,145.62
2016-11-08,48.02,234.22,208.69,265.84,109.17,216.78,228.0,183.33,214.47,198.5812,146.63
2016-11-09,48.48,234.6,205.9,270.15,113.55,224.35,233.31,182.99,218.82,194.1657,141.47
2016-11-10,47.36,235.03,200.3,270.96,117.62,227.0,238.04,180.07,220.8,190.8919,137.91
2016-11-11,47.32,236.37,199.95,266.44,118.1,223.67,238.67,180.96,218.14,191.1594,137.44
2016-11-14,46.95,236.24,199.47,267.47,120.84,223.06,239.39,178.05,218.81,194.7758,137.22
2016-11-15,47.9,237.1,200.91,274.59,120.94,223.66,240.01,180.37,219.68,193.5655,139.52
2016-11-16,48.37,238.29,200.93,272.25,119.25,222.51,238.48,182.04,219.4,193.4226,138.39
2016-11-17,48.49,241.29,200.57,270.44,120.74,223.63,238.72,183.36,219.33,191.5902,138.3
2016-11-18,48.72,240.53,199.84,271.63,120.87,221.09,238.6,182.99,218.99,192.0039,137.88
2016-11-21,49.04,242.11,201.27,277.62,121.21,221.81,239.89,184.87,221.56,191.811,139.43
2016-11-22,50.02,245.1,202.24,277.6,121.34,218.71,241.11,185.0,222.9,195.0698,139.72
2016-11-23,50.37,245.32,201.1,278.78,122.04,219.59,242.93,184.09,223.9,193.7589,138.48
2016-11-24,50.37,245.32,201.1,278.78,122.04,219.59,242.93,184.09,223.9,193.7589,138.48
2016-11-25,50.9,246.12,202.68,277.64,122.36,220.53,244.11,184.79,224.52,194.6456,140.46
2016-11-28,51.27,244.07,202.97,273.95,120.65,218.61,242.32,184.53,223.38,195.2571,143.13
2016-11-29,51.15,244.47,203.06,270.71,120.94,219.99,242.46,184.83,223.67,196.643,143.59
2016-11-30,50.08,242.39,199.76,283.79,122.51,217.82,242.42,182.75,225.84,194.124,139.07
2016-12-01,50.17,242.34,198.44,284.56,124.45,216.03,244.34,178.52,225.55,191.0196,137.79
2016-12-02,50.03,240.84,199.82,284.83,123.29,216.75,244.05,179.22,225.6,193.2074,139.04
2016-12-05,50.07,243.29,199.99,286.86,124.74,216.5,244.04,181.1,227.39,194.6,139.32
2016-12-06,50.79,244.25,200.67,286.55,125.93,217.16,244.43,181.47,227.68,195.2151,138.99
2016-12-07,52.05,248.72,203.57,288.38,127.89,215.27,248.47,184.86,230.96,199.3916,140.65
2016-12-08,51.9,248.57,202.7,289.86,129.11,215.74,247.23,185.53,232.63,200.3744,141.02
2016-12-09,51.93,249.05,205.45,290.88,129.24,218.25,248.26,186.71,232.55,200.2339,142.41
2016-12-12,52.42,247.05,206.43,292.86,128.02,219.37,247.58,185.92,231.54,202.0557,143.84
2016-12-13,52.92,249.27,207.29,296.61,128.26,220.77,247.22,188.16,231.06,202.3471,145.29
2016-12-14,52.39,247.76,205.13,290.27,127.51,219.89,244.62,187.65,228.26,198.2474,142.36
2016-12-15,52.75,247.04,206.1,291.43,128.78,221.25,244.49,188.35,229.87,196.788,143.26
2016-12-16,53.03,246.12,207.15,293.05,127.73,221.49,244.23,186.93,228.99,199.3182,145.03
2016-12-19,53.63,246.49,207.42,291.6,127.89,220.34,245.64,187.98,228.77,201.2533,145.47
2016-12-20,53.9,248.45,206.87,290.92,129.29,220.28,247.09,188.59,228.97,201.4521,145.66
